Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
Shortyville,Trombone Shorty,2013,4.38,4,0.828,0.766,4,-7.682,minor(0),0.083,0.00197,0.92,0.471,0.28,101.984,29,Funk
Something Beautiful,Trombone Shorty,2013,3.69,4,0.776,0.487,0,-5.57,major(1),0.0532,0.107,0.000122,0.0621,0.779,154.097,45,Funk
Lifted,Trombone Shorty,2022,3.2,4,0.55,0.848,0,-6.615,major(1),0.0658,0.00122,0.0124,0.35,0.55,90.008,24,Funk
Drop the Bomb,Trouble Funk,1982,5.31,4,0.655,0.795,5,-12.296,major(1),0.0509,0.0528,0.0389,0.185,0.875,106.357,16,Funk
Let's Get Small,Trouble Funk,1982,5.55,4,0.772,0.824,10,-7.177,minor(0),0.318,0.0667,0.000259,0.0798,0.925,104.002,17,Funk
Pump Me Up,Trouble Funk,1982,6.57,4,0.76,0.778,2,-14.375,major(1),0.043,0.00926,0.00517,0.317,0.563,107.071,28,Funk
Say What Whip It (Live),Trouble Funk,1982,14.96,4,0.599,0.994,2,-5.617,major(1),0.128,0.75,0.183,0.73,0.334,101.976,7,Funk
So Early in the Morning,Trouble Funk,1982,7.11,4,0.786,0.526,1,-16.077,major(1),0.153,0.00119,0.00155,0.339,0.844,108.79,4,Funk
Trouble Funk Express,Trouble Funk,1982,6.78,4,0.741,0.666,11,-14.149,major(1),0.0984,0.000186,0.675,0.149,0.865,105.833,11,Funk
Wait for the Moment,Vulfpeck,2013,3.84,4,0.773,0.36,0,-9.722,major(1),0.0956,0.501,0.0042,0.0823,0.681,79.207,60,Funk
Rango II,Vulfpeck,2014,4.19,4,0.761,0.252,0,-11.609,major(1),0.0452,0.709,0.926,0.199,0.459,76.346,36,Funk
Back Pocket,Vulfpeck,2015,3.02,4,0.839,0.585,2,-7.737,major(1),0.153,0.478,0.00278,0.0435,0.89,89.821,65,Funk
1612,Vulfpeck,2016,3.33,4,0.678,0.392,0,-11.328,major(1),0.274,0.177,0.0045,0.0839,0.711,171.276,55,Funk
Animal Spirits,Vulfpeck,2016,3.18,4,0.753,0.713,1,-7.333,major(1),0.0539,0.156,9.59e-05,0.0508,0.906,100.859,52,Funk
Dean Town,Vulfpeck,2016,3.56,4,0.796,0.608,11,-10.936,major(1),0.041,0.499,0.887,0.0979,0.907,108.756,52,Funk
Lost My Treble Long Ago,Vulfpeck,2022,3.29,4,0.646,0.663,2,-8.989,major(1),0.196,0.0131,0.866,0.0856,0.888,87.102,39,Funk
Spill the Wine,War,1970,4.11,4,0.818,0.475,2,-12.88,minor(0),0.0708,0.471,0.0,0.0943,0.902,120.378,54,Funk
All Day Music,War,1971,4.14,4,0.489,0.479,11,-11.888,minor(0),0.0329,0.147,0.000666,0.107,0.517,108.201,46,Funk
Slippin' Into Darkness,War,1971,3.79,4,0.676,0.625,4,-8.747,minor(0),0.0729,0.144,0.00658,0.0796,0.655,90.999,49,Funk
The Cisco Kid,War,1972,3.8,4,0.849,0.843,9,-7.154,minor(0),0.105,0.209,0.00292,0.0309,0.963,141.926,52,Funk
Gypsy Man,War,1973,5.39,4,0.523,0.688,9,-8.442,minor(0),0.0557,0.00511,0.195,0.259,0.778,126.921,25,Funk
Me And Baby Brother,War,1973,3.46,4,0.783,0.762,2,-9.585,major(1),0.035,0.11,0.000832,0.102,0.898,113.856,36,Funk
Low Rider,War,1975,3.18,4,0.812,0.644,0,-10.761,major(1),0.0493,0.0877,0.785,0.0563,0.989,140.075,70,Funk
Why Can't We Be Friends,War,1975,3.84,4,0.776,0.68,10,-10.088,major(1),0.0389,0.179,0.0,0.483,0.962,92.481,61,Funk
Summer,War,1976,6.61,4,0.628,0.415,7,-12.552,major(1),0.0339,0.293,0.00029,0.0877,0.687,105.138,42,Funk
Galaxy,War,1977,8.24,4,0.719,0.743,0,-10.735,major(1),0.0638,0.0545,0.00248,0.0782,0.488,118.284,41,Funk
More Bounce to the Ounce,Zapp,1980,5.19,4,0.85,0.818,0,-8.623,major(1),0.0904,0.124,0.00135,0.349,0.839,105.266,53,Funk
Dance Floor,Zapp,1982,10.71,4,0.868,0.802,0,-7.831,major(1),0.053,0.151,0.0032,0.0667,0.905,110.536,42,Funk
Doo Wa Ditty (Blow That Thing),Zapp,1982,3.75,4,0.827,0.676,9,-11.159,major(1),0.0628,0.472,0.049,0.426,0.92,113.606,51,Funk
"Heartbreaker (Pt. I,Pt. II)",Zapp,1983,4.26,4,0.891,0.446,5,-12.784,minor(0),0.0602,0.0671,3.59e-06,0.157,0.832,104.94,39,Funk
Slow and Easy,Zapp,1983,5.19,4,0.759,0.66,5,-8.964,major(1),0.0658,0.105,0.0,0.114,0.778,140.68,39,Funk
Computer Love,Zapp,1985,4.71,4,0.668,0.698,7,-7.222,minor(0),0.123,0.279,0.0,0.554,0.71,84.578,51,Funk
I Want to Be Your Man,Zapp,1987,4.16,4,0.557,0.607,5,-9.316,minor(0),0.0551,0.0376,0.0,0.0635,0.457,81.648,36,Funk
Amazing Grace,Albertina Walker,1988,3.34,4,0.391,0.293,3,-9.81,major(1),0.0366,0.967,0.000907,0.307,0.503,89.527,0,Gospel
How I Got Over,Albertina Walker,1988,3.98,4,0.406,0.77,1,-7.093,major(1),0.0882,0.72,0.0,0.26,0.509,140.294,0,Gospel
I'm Still Here,Albertina Walker,1988,4.64,3,0.617,0.515,10,-10.205,major(1),0.0381,0.702,0.0,0.109,0.517,119.283,26,Gospel
I've Got Feeling,Albertina Walker,1988,2.37,4,0.366,0.928,0,-7.003,minor(0),0.2,0.162,0.0,0.35,0.69,174.573,26,Gospel
Jesus Will Fix It,Albertina Walker,1988,2.86,4,0.7,0.712,1,-6.967,major(1),0.0978,0.604,0.0,0.156,0.767,123.943,26,Gospel
Lord Keep Me Day By Day,Albertina Walker,1988,5.79,3,0.379,0.458,10,-12.787,major(1),0.0475,0.771,0.0,0.648,0.577,113.148,14,Gospel
Working on a Building,Albertina Walker,1988,4.49,4,0.742,0.686,7,-10.878,major(1),0.0411,0.41,0.0,0.307,0.797,111.01,30,Gospel
Day by Day (Live),Albertina Walker,1994,4.08,4,0.351,0.338,10,-15.032,major(1),0.0553,0.196,0.0,0.672,0.413,73.313,33,Gospel
My Tribute (To God Be the Glory),Andrae Crouch,1971,4.55,3,0.353,0.443,10,-8.514,major(1),0.0342,0.65,0.0,0.168,0.204,108.145,26,Gospel
I've Got Confidence,Andrae Crouch,1974,2.93,4,0.37,0.735,7,-8.656,major(1),0.0741,0.528,0.0,0.0647,0.778,165.315,20,Gospel
It Won't Be Long,Andrae Crouch,1974,2.34,4,0.388,0.611,1,-9.903,major(1),0.0562,0.692,6.1e-06,0.0946,0.697,120.205,25,Gospel
Jesus Is the Answer,Andrae Crouch,1978,5.05,4,0.403,0.751,8,-9.261,major(1),0.0541,0.597,0.0,0.543,0.699,129.898,28,Gospel
Let The Church Say Amen,Andrae Crouch,1978,7.8,4,0.334,0.483,1,-8.109,major(1),0.0844,0.338,1.85e-06,0.152,0.147,147.92,37,Gospel
Soon and Very Soon,Andrae Crouch,1978,4.76,4,0.426,0.378,6,-13.098,major(1),0.0601,0.556,3.28e-05,0.233,0.514,77.278,28,Gospel
Bless His Holy Name,Andrae Crouch,1980,3.05,4,0.226,0.567,3,-8.78,major(1),0.0331,0.164,0.0,0.277,0.528,142.37,19,Gospel
Take Me Back,Andrae Crouch,1980,4.22,4,0.461,0.541,1,-11.805,major(1),0.0327,0.227,0.0,0.0932,0.666,128.442,31,Gospel
You Can't Stop Me,Andy Mineo,2015,4.0,4,0.77,0.826,3,-4.615,minor(0),0.159,0.046,0.0,0.266,0.462,145.984,55,Gospel
Been About It,Andy Mineo,2020,2.36,4,0.834,0.606,11,-6.191,major(1),0.187,0.000297,0.0,0.307,0.457,172.042,49,Gospel
Coming In Hot,Andy Mineo,2020,3.34,4,0.889,0.453,8,-8.782,major(1),0.261,0.0274,4.75e-06,0.156,0.428,140.025,57,Gospel
Hear My Heart,Andy Mineo,2020,3.01,4,0.55,0.679,7,-3.155,minor(0),0.16,0.271,3.31e-06,0.138,0.615,94.402,29,Gospel
I Ain't Done,Andy Mineo,2020,3.58,5,0.762,0.533,1,-9.154,major(1),0.0678,0.00736,0.00167,0.186,0.417,114.971,43,Gospel
The Saints,Andy Mineo,2020,3.97,4,0.763,0.913,1,-5.129,major(1),0.295,0.0425,0.0,0.0848,0.839,144.067,49,Gospel
Wild Things,Andy Mineo,2020,3.73,4,0.618,0.825,1,-5.16,major(1),0.336,0.012,0.0,0.0403,0.503,78.965,23,Gospel
Celebrate New Life,Bebe & Cece Winans,1987,3.78,4,0.671,0.741,1,-11.894,major(1),0.0494,0.137,4.26e-05,0.0852,0.877,108.617,21,Gospel
Close to You,Bebe & Cece Winans,1987,3.41,4,0.566,0.589,10,-5.771,minor(0),0.0365,0.196,0.0,0.28,0.41,77.02,40,Gospel
For Always,Bebe & Cece Winans,1987,4.07,4,0.326,0.225,2,-15.983,major(1),0.0304,0.769,0.0,0.141,0.0532,59.745,25,Gospel
Heaven,Bebe & Cece Winans,1987,4.73,4,0.653,0.832,8,-7.198,major(1),0.047,0.245,0.013,0.0375,0.917,109.334,18,Gospel
I Found Love (Cindy's Song),Bebe & Cece Winans,1987,3.98,4,0.548,0.496,6,-7.205,major(1),0.0382,0.536,0.0,0.165,0.175,139.908,41,Gospel
I'll Take You There,Bebe & Cece Winans,1987,4.33,4,0.701,0.674,7,-10.153,major(1),0.0526,0.0416,0.000138,0.0874,0.88,99.019,31,Gospel
Addictive Love,Bebe & Cece Winans,1988,5.42,4,0.587,0.801,5,-4.869,major(1),0.0419,0.284,3.93e-06,0.0702,0.617,156.03,21,Gospel
Addictive Love - Different Lifestyles Album Version,Bebe & Cece Winans,1988,5.41,4,0.599,0.732,0,-6.686,major(1),0.0444,0.224,7.65e-06,0.0786,0.636,155.973,43,Gospel
Lost Without You,Bebe & Cece Winans,1995,4.24,4,0.594,0.524,9,-12.916,major(1),0.0313,0.163,0.0,0.282,0.593,76.686,47,Gospel
In Harm's Way,Bebe & Cece Winans,2009,5.34,4,0.549,0.555,8,-6.7,major(1),0.0278,0.462,0.0,0.103,0.154,107.931,34,Gospel
The Blood Will Never Lose Its Power - Live,CeCe Winans,2007,1.98,4,0.396,0.336,0,-12.839,major(1),0.0319,0.689,1.04e-06,0.409,0.233,95.718,40,Gospel
That's My King,CeCe Winans,2008,4.19,4,0.603,0.891,1,-5.396,major(1),0.0393,0.00775,0.0,0.896,0.195,95.095,53,Gospel
Believe For It,CeCe Winans,2021,3.81,4,0.394,0.641,7,-7.373,major(1),0.0318,0.00863,0.0,0.086,0.371,157.588,51,Gospel
Holy Is The Lord - Arriving Album Version,Chris Tomlin,2004,4.21,4,0.458,0.708,10,-4.149,major(1),0.0271,0.000976,0.0,0.238,0.422,83.83,44,Gospel
How Great Is Our God,Chris Tomlin,2004,5.09,4,0.32,0.573,1,-5.653,major(1),0.0319,0.107,0.0,0.0854,0.077,156.05,63,Gospel
Indescribable,Chris Tomlin,2004,3.98,3,0.379,0.799,11,-4.131,major(1),0.0291,0.0817,0.0,0.108,0.41,179.761,48,Gospel
Amazing Grace (My Chains Are Gone),Chris Tomlin,2006,4.44,4,0.519,0.168,7,-10.785,major(1),0.032,0.828,0.0,0.104,0.172,125.699,47,Gospel
Our God,Chris Tomlin,2008,4.75,4,0.508,0.778,11,-3.608,major(1),0.0295,0.00998,0.0,0.19,0.221,105.063,62,Gospel
Whom Shall I Fear (God Of Angel Armies),Chris Tomlin,2012,4.47,4,0.444,0.778,0,-3.037,major(1),0.0324,0.051,0.0,0.269,0.42,148.044,58,Gospel
Good Good Father,Chris Tomlin,2015,4.89,3,0.431,0.587,9,-4.588,major(1),0.0275,0.314,0.0,0.108,0.165,145.008,65,Gospel
Jesus,Chris Tomlin,2015,4.09,4,0.44,0.74,9,-4.436,major(1),0.0316,0.00936,0.0,0.334,0.301,76.975,44,Gospel
Holy Forever,Chris Tomlin,2022,5.13,4,0.453,0.704,1,-4.62,major(1),0.0351,0.226,0.0,0.118,0.271,144.004,64,Gospel
Beyond The Veil - Live,Daryl Coley,1986,8.46,4,0.343,0.316,8,-10.43,major(1),0.0311,0.53,0.0,0.0784,0.0947,128.475,31,Gospel
Hallelujah You're Worthy,Daryl Coley,1986,6.25,4,0.499,0.791,5,-8.32,minor(0),0.0837,0.175,0.0,0.351,0.598,77.493,18,Gospel
He's Preparing Me,Daryl Coley,1986,8.12,3,0.324,0.525,3,-11.946,major(1),0.0353,0.209,0.0,0.0996,0.332,99.775,32,Gospel
He's Right On Time - Live,Daryl Coley,1986,4.7,4,0.606,0.886,1,-9.375,major(1),0.142,0.167,0.0,0.947,0.832,147.886,10,Gospel
Jesus Saves,Daryl Coley,1986,4.98,4,0.565,0.849,10,-7.022,minor(0),0.121,0.231,0.0,0.348,0.528,143.69,24,Gospel
Spirit Of The Lord,Daryl Coley,1986,6.4,4,0.568,0.305,8,-13.09,major(1),0.0325,0.415,1.75e-06,0.359,0.134,125.989,0,Gospel
When Sunday Comes,Daryl Coley,1986,7.57,3,0.242,0.639,5,-9.326,minor(0),0.0826,0.319,0.0,0.202,0.234,139.606,27,Gospel
A Billion People,Deitrick Haddon,2009,7.64,4,0.435,0.706,6,-6.409,major(1),0.0408,0.0462,6.06e-06,0.199,0.245,125.905,29,Gospel
Have Your Way,Deitrick Haddon,2009,4.66,4,0.615,0.707,2,-5.868,major(1),0.0348,0.0172,0.0,0.223,0.443,109.49,26,Gospel
Open Door Season,Deitrick Haddon,2009,3.15,4,0.57,0.66,1,-6.861,major(1),0.0556,0.000394,0.0688,0.111,0.406,188.087,36,Gospel
Sinner's Prayer,Deitrick Haddon,2009,5.03,4,0.757,0.405,0,-6.15,minor(0),0.0907,0.562,4.43e-06,0.275,0.382,134.032,34,Gospel
Well Done,Deitrick Haddon,2009,4.1,4,0.375,0.707,1,-6.425,major(1),0.0408,0.0164,0.0,0.126,0.229,64.492,39,Gospel
Without You,Deitrick Haddon,2009,3.94,4,0.311,0.598,6,-8.433,minor(0),0.111,0.262,4.17e-06,0.181,0.553,64.104,19,Gospel
Be Like Jesus,Deitrick Haddon,2015,3.33,4,0.526,0.633,1,-5.917,major(1),0.349,0.0167,0.0,0.0631,0.432,201.682,24,Gospel
God Is Good All The Time,Don Moen,1997,5.3,4,0.58,0.635,2,-15.811,major(1),0.079,0.118,5.54e-06,0.989,0.583,117.288,53,Gospel
Here We Are - Live,Don Moen,1997,4.63,4,0.465,0.177,5,-18.378,major(1),0.0325,0.761,0.0,0.11,0.15,89.385,44,Gospel
I Will Sing - Live,Don Moen,1997,4.63,4,0.427,0.262,0,-13.451,major(1),0.0329,0.315,0.0,0.115,0.0627,138.922,49,Gospel
Medley: God Is Good All The Time - Live,Don Moen,1997,3.74,4,0.531,0.608,4,-9.575,major(1),0.0427,0.363,0.0,0.426,0.564,113.39,8,Gospel
Our Father,Don Moen,1997,4.37,4,0.425,0.478,2,-7.637,major(1),0.0261,0.466,0.00232,0.476,0.308,80.963,48,Gospel
Shout to the Lord,Don Moen,1997,5.11,4,0.218,0.755,10,-5.7,major(1),0.0476,0.231,0.0,0.947,0.324,83.162,50,Gospel
Thank You Lord - Live,Don Moen,1997,6.0,4,0.556,0.417,5,-9.29,major(1),0.0258,0.634,4.14e-06,0.936,0.296,90.054,53,Gospel
The Power of Your Love,Don Moen,1997,5.22,4,0.428,0.493,7,-7.387,major(1),0.0287,0.17,0.0,0.254,0.22,76.854,51,Gospel
Give Thanks - Live,Don Moen,2003,3.57,4,0.294,0.274,5,-13.729,major(1),0.0279,0.673,0.0,0.119,0.15,82.931,53,Gospel
Bless Me (The Prayer Of Jabez),Donald Lawrence & The Tri-City Singers,2001,6.71,3,0.265,0.594,3,-5.772,major(1),0.0466,0.474,0.0,0.38,0.199,97.067,41,Gospel
Deliver Me (This Is My Exodus) (feat. Le'Andria Johnson),Donald Lawrence & The Tri-City Singers,2001,5.74,3,0.371,0.691,1,-4.947,major(1),0.146,0.0325,3.94e-06,0.449,0.167,103.247,43,Gospel
He Heard My Cry (feat. Sir The Baptist & Arnetta Murrill-Crooms),Donald Lawrence & The Tri-City Singers,2001,4.51,4,0.583,0.582,1,-7.143,minor(0),0.381,0.329,0.0,0.18,0.466,73.872,18,Gospel
Seasons - Live,Donald Lawrence & The Tri-City Singers,2001,4.58,4,0.246,0.402,8,-9.413,major(1),0.058,0.435,0.0,0.687,0.384,199.654,29,Gospel
The Best Is Yet To Come,Donald Lawrence & The Tri-City Singers,2001,5.32,4,0.716,0.952,5,-5.671,minor(0),0.0805,0.0558,0.0,0.0324,0.72,114.981,42,Gospel
The Blessing Of Abraham - Act II Version / Live,Donald Lawrence & The Tri-City Singers,2001,6.21,4,0.658,0.935,1,-5.891,major(1),0.108,0.0112,0.0,0.688,0.734,132.018,40,Gospel
Great Is Your Mercy - Live,Donnie McClurkin,1996,8.08,4,0.354,0.534,5,-7.253,major(1),0.0598,0.417,0.0,0.613,0.2,75.071,43,Gospel
"Holy,Holy,Holy",Donnie McClurkin,1996,6.31,3,0.192,0.226,3,-11.513,major(1),0.0342,0.794,0.0,0.0974,0.105,88.478,27,Gospel
I Call You Faithful - (Album Version),Donnie McClurkin,1996,5.43,3,0.29,0.91,8,-2.851,major(1),0.085,0.0594,0.0,0.458,0.512,144.838,36,Gospel
I Need You (Live),Donnie McClurkin,1996,5.4,4,0.45,0.709,1,-6.451,major(1),0.0651,0.101,1.6e-05,0.432,0.419,155.821,36,Gospel
"I'll Trust You,Lord",Donnie McClurkin,1996,6.2,4,0.341,0.604,10,-6.912,major(1),0.0633,0.336,0.0,0.934,0.502,179.691,32,Gospel
Only You Are Holy,Donnie McClurkin,1996,6.91,4,0.38,0.301,5,-11.982,major(1),0.0302,0.693,1.76e-06,0.32,0.129,99.632,35,Gospel
Speak to My Heart,Donnie McClurkin,1996,5.38,4,0.591,0.397,5,-11.571,major(1),0.051,0.695,8.79e-06,0.121,0.548,164.025,46,Gospel
Stand,Donnie McClurkin,1996,5.34,3,0.382,0.417,8,-9.844,major(1),0.0373,0.498,0.0,0.0789,0.387,103.816,49,Gospel
We Fall Down - Live,Donnie McClurkin,1996,4.89,4,0.507,0.571,5,-4.96,minor(0),0.0328,0.161,0.0,0.142,0.323,88.749,43,Gospel
Get Right Church,Dottie Peoples & The Peoples Choice Chorale,1995,4.74,4,0.627,0.925,1,-5.589,major(1),0.0825,0.31,0.0,0.549,0.785,112.077,10,Gospel
He's An On Time God,Dottie Peoples & The Peoples Choice Chorale,1995,5.87,4,0.664,0.686,8,-11.651,major(1),0.112,0.295,1.17e-05,0.922,0.62,122.218,40,Gospel
I'm Blessed,Dottie Peoples & The Peoples Choice Chorale,1995,4.57,4,0.697,0.815,1,-8.213,major(1),0.222,0.242,0.0,0.431,0.798,114.935,9,Gospel
Glory To Glory To Glory,Fred Hammond,1996,7.03,4,0.398,0.821,0,-9.383,minor(0),0.239,0.013,8.59e-05,0.783,0.348,89.422,39,Gospel
I Will Trust (feat. BreeAnn Hammond),Fred Hammond,1996,6.58,3,0.208,0.572,3,-4.369,minor(0),0.0386,0.251,1.1e-06,0.0935,0.144,171.135,32,Gospel
Jesus Be a Fence Around Me (Live),Fred Hammond,1996,7.52,4,0.57,0.915,1,-3.598,major(1),0.297,0.105,0.0,0.375,0.516,129.359,42,Gospel
Let the Praise Begin,Fred Hammond,1996,5.36,3,0.611,0.877,1,-5.691,major(1),0.28,0.35,3.36e-05,0.103,0.634,166.519,38,Gospel
Lord of The Harvest,Fred Hammond,1996,5.33,4,0.616,0.951,6,-3.744,major(1),0.0831,0.14,0.0,0.389,0.684,129.978,30,Gospel
My Heart Depends On You,Fred Hammond,1996,5.11,4,0.589,0.451,4,-13.606,major(1),0.0486,0.441,0.000881,0.15,0.392,136.001,12,Gospel
No Weapon,Fred Hammond,1996,5.11,4,0.241,0.445,8,-10.443,major(1),0.0386,0.694,0.0,0.0842,0.205,78.448,53,Gospel
This Is The Day,Fred Hammond,1996,4.82,4,0.667,0.953,7,-4.951,major(1),0.116,0.0312,1.63e-05,0.967,0.387,106.002,41,Gospel
We're Blessed,Fred Hammond,1996,5.71,4,0.325,0.974,8,-5.035,major(1),0.127,0.00445,1.55e-06,0.617,0.662,186.632,49,Gospel
You Are The Living Word (Live),Fred Hammond,1996,5.46,4,0.432,0.844,0,-4.243,minor(0),0.0687,0.434,0.0,0.309,0.292,114.913,45,Gospel
Love,Gods Property,1997,5.38,4,0.403,0.566,10,-8.219,major(1),0.056,0.624,0.0,0.104,0.331,100.569,42,Gospel
More Than I Can Bear,Gods Property,1997,5.33,3,0.324,0.706,0,-5.751,major(1),0.122,0.523,0.0,0.085,0.447,159.976,43,Gospel
Stomp,Gods Property,1997,5.61,4,0.814,0.918,0,-5.389,major(1),0.147,0.114,0.0,0.0436,0.732,105.86,39,Gospel
Here I Am to Worship,Israel & New Breed,2003,4.43,4,0.299,0.68,4,-10.372,major(1),0.0846,0.0157,0.0,0.835,0.338,144.921,27,Gospel
How Awesome Is Our God (feat. Yolanda Adams),Israel & New Breed,2003,5.16,4,0.199,0.635,7,-3.963,minor(0),0.0371,0.313,0.0,0.117,0.17,82.196,26,Gospel
Not Forgotten - Live,Israel & New Breed,2003,5.97,4,0.608,0.928,6,-3.737,minor(0),0.0691,0.153,0.0,0.944,0.536,96.96,32,Gospel
To Worship You I Live - Live,Israel & New Breed,2003,6.8,4,0.282,0.258,0,-10.01,major(1),0.0344,0.595,0.0,0.613,0.192,121.813,40,Gospel
Your Presence Is Heaven - Live,Israel & New Breed,2003,8.65,4,0.522,0.679,2,-6.159,major(1),0.0371,0.0105,0.0,0.672,0.276,132.009,44,Gospel
Friend of God,Israel Houghton,2009,6.44,4,0.487,0.837,6,-6.353,minor(0),0.0667,0.0792,2.38e-05,0.503,0.342,127.079,47,Gospel
You Are Good,Israel Houghton,2009,5.38,4,0.523,0.854,9,-5.918,major(1),0.0707,0.00147,0.0,0.523,0.433,127.944,51,Gospel
For God So Loved The World,James Cleveland,1962,6.03,4,0.291,0.412,1,-16.074,major(1),0.0503,0.62,2.38e-06,0.338,0.32,127.575,3,Gospel
I Don't Feel No Ways Tired (feat. Gmwa Los Angeles Chapter),James Cleveland,1962,1.34,4,0.291,0.852,8,-11.73,major(1),0.0728,0.659,1.1e-06,0.449,0.451,135.724,15,Gospel
Lord Do It,James Cleveland,1962,5.43,3,0.452,0.341,8,-13.257,major(1),0.0619,0.877,0.00177,0.14,0.587,107.496,33,Gospel
Medley: I Stood On The Banks Of Jordan / Lord Do It For Me / Lord Help Me To Hold Out / Peace Be Still,James Cleveland,1962,6.99,3,0.494,0.743,5,-6.595,major(1),0.0906,0.977,0.39,0.643,0.606,113.276,22,Gospel
Nobody Knows The Trouble I've Seen,James Cleveland,1962,5.2,3,0.394,0.27,8,-15.01,major(1),0.0383,0.911,0.247,0.248,0.389,98.596,0,Gospel
Peace Be Still,James Cleveland,1962,6.11,3,0.43,0.438,1,-13.38,major(1),0.0534,0.858,0.00191,0.263,0.619,180.096,27,Gospel
Thank You Lord,James Cleveland,1962,6.28,4,0.362,0.934,10,-4.713,major(1),0.168,0.778,0.159,0.568,0.375,146.311,13,Gospel
You Can't Hurry God (He's Right On Time),James Cleveland,1962,3.76,4,0.358,0.968,10,-4.36,major(1),0.28,0.621,0.0861,0.469,0.408,194.358,7,Gospel
Greater is Coming,Jekalyn Carr,2017,6.66,4,0.434,0.808,5,-3.484,minor(0),0.0432,0.0656,0.0,0.148,0.356,98.031,37,Gospel
I See Miracles,Jekalyn Carr,2017,4.34,4,0.264,0.795,10,-4.413,minor(0),0.0705,0.0901,0.000217,0.243,0.357,153.044,38,Gospel
It's Gonna Happen,Jekalyn Carr,2017,4.56,4,0.366,0.825,7,-5.074,major(1),0.18,0.163,0.0,0.261,0.457,159.77,10,Gospel
Jehovah Jireh - Live,Jekalyn Carr,2017,6.23,4,0.44,0.696,3,-5.065,minor(0),0.0363,0.0875,0.0,0.379,0.17,92.042,44,Gospel
My Portion,Jekalyn Carr,2017,4.18,4,0.372,0.675,5,-5.344,major(1),0.0468,0.105,0.0,0.148,0.279,86.154,37,Gospel
You Will Win,Jekalyn Carr,2017,8.05,4,0.346,0.842,9,-3.653,major(1),0.0621,0.097,1.2e-06,0.172,0.239,86.065,43,Gospel
You're Bigger,Jekalyn Carr,2017,7.44,4,0.404,0.676,5,-5.426,minor(0),0.0563,0.0623,2.98e-05,0.23,0.157,112.403,46,Gospel
After This,JJ Hairston,2019,6.67,4,0.61,0.912,11,-6.221,minor(0),0.123,0.0347,0.0,0.974,0.676,141.476,30,Gospel
Grateful (feat. Maranda Willis),JJ Hairston,2019,8.59,4,0.301,0.668,4,-6.741,major(1),0.0712,0.111,0.0,0.316,0.197,115.935,17,Gospel
You Are Worthy (Reprise),JJ Hairston,2019,2.48,1,0.365,0.739,1,-6.606,major(1),0.202,0.743,0.0,0.404,0.4,89.622,9,Gospel
He's Able,John P. Kee & The New Life Community Choir,1994,5.11,4,0.559,0.55,10,-8.671,major(1),0.0254,0.537,0.0,0.531,0.284,100.9,20,Gospel
Hear My Voice,John P. Kee & The New Life Community Choir,1994,5.62,3,0.515,0.611,11,-8.078,major(1),0.0382,0.0288,0.0,0.225,0.425,128.859,30,Gospel
Oh How Wondrous,John P. Kee & The New Life Community Choir,1994,5.3,4,0.662,0.812,1,-6.516,major(1),0.0704,0.0183,0.0,0.675,0.849,104.086,33,Gospel
We Walk By Faith,John P. Kee & The New Life Community Choir,1994,4.37,4,0.63,0.873,1,-6.413,major(1),0.0713,0.343,0.0,0.424,0.636,111.712,24,Gospel
Balm In Gilead,Karen Clark Sheard,1997,6.58,4,0.604,0.918,7,-7.651,major(1),0.0898,0.138,0.0,0.985,0.694,145.935,33,Gospel
Completely Yours,Karen Clark Sheard,1997,4.12,3,0.245,0.545,9,-6.318,major(1),0.0371,0.176,0.0,0.0865,0.118,139.549,33,Gospel
God Is Here,Karen Clark Sheard,1997,8.42,4,0.399,0.575,10,-5.598,major(1),0.0392,0.74,0.0,0.35,0.23,90.361,30,Gospel
So Good,Karen Clark Sheard,1997,4.09,4,0.616,0.943,5,-1.795,minor(0),0.132,0.0881,0.0,0.319,0.765,144.995,10,Gospel
The Heavens Are Telling,Karen Clark Sheard,1997,5.87,3,0.327,0.658,6,-4.55,major(1),0.0589,0.749,0.0,0.646,0.163,112.697,18,Gospel
Yes,Karen Clark Sheard,1997,5.23,3,0.237,0.533,3,-5.505,major(1),0.0401,0.404,0.0,0.0899,0.273,167.869,44,Gospel
Go Light Your World,Kathy Troccoli,1994,4.1,4,0.551,0.39,6,-9.998,major(1),0.036,0.494,0.0,0.145,0.315,67.864,34,Gospel
Help Myself To You,Kathy Troccoli,1994,4.22,4,0.548,0.663,0,-5.702,major(1),0.0249,0.119,0.0,0.129,0.116,96.831,7,Gospel
Love Has a Name,Kathy Troccoli,1994,4.4,4,0.745,0.505,5,-10.416,minor(0),0.0294,0.373,1.08e-05,0.0639,0.435,93.024,5,Gospel
You're The Heart Of Me,Kathy Troccoli,1994,4.15,4,0.45,0.566,1,-5.33,major(1),0.0278,0.12,0.0,0.115,0.203,133.866,4,Gospel
You're the One,Kathy Troccoli,1994,4.69,4,0.488,0.438,7,-9.482,major(1),0.0308,0.6,3.89e-06,0.0953,0.263,169.837,0,Gospel
Try Me Again,Kim Burrell,2003,6.33,4,0.28,0.937,6,-4.912,major(1),0.205,0.00192,0.0,0.696,0.547,164.894,11,Gospel
